,0,1,2,3,4,5,6,7,8,9,10,11
0,0.001851490370702727,0.10387354692458556,0.0057347720852489095,0.006357773938876223,0.4122209002114721,0.01160832747994256,0.02331784474962238,0.010000660303757932,0.008793286536939494,0.40942738802915196,0.004097443448226681,0.0027165659214734876
1,0.0014430624206592901,0.1078892323404203,0.00846516443812805,0.005470934554347955,0.3687154401826794,0.005065718906876296,0.010077842430122396,0.007859212723274597,0.006652550518040319,0.45881126834623054,0.005509851825075858,0.014039721314145125
2,0.0017317634462339787,0.07110827258078857,0.0033766941346917967,0.006425379519310031,0.21880973170190535,0.02924274586928114,0.004270596551235698,0.008809161546373689,0.022474430609789348,0.6212325936188002,0.002904449398073663,0.009614181023516447
3,0.00297671751785677,0.27222980003920766,0.005190981160196051,0.0034935693822808808,0.31182821181981507,0.01856414984213647,0.038015934150836116,0.005366340071984997,0.021170265575668364,0.28972464545502274,0.0030318404700813953,0.028407544514913577
4,0.0015095084130653112,0.19811426433826673,0.00647451442878535,0.002538059799946995,0.1660740256127692,0.005057543963930212,0.026077817271404628,0.002997091834065307,0.006480355990148323,0.5635251687199309,0.0029800841385181956,0.018171565489168963
5,0.0014020802868716998,0.3011398646980942,0.012335503282387049,0.006834946935149352,0.08109509838731051,0.00925784120730272,0.030244649395222065,0.006302148130969778,0.004309017989491356,0.5349009362860125,0.0031336990741695184,0.009044214327019377
6,0.0035568713427290813,0.2980818581990683,0.01874411368758742,0.006781941512223899,0.2427944668035201,0.015077649835947343,0.010138782874181044,0.0058858333176833155,0.018846783350802834,0.3542077071304646,0.005133345236915809,0.020750646708876275
7,0.001107467173023204,0.16720886428599158,0.00835499165617169,0.0038180502668777047,0.18443433976663773,0.008819696927424146,0.035263884542019286,0.003290261418616967,0.01919972089899096,0.49470361203190166,0.0027975186678801628,0.07100159236446492
8,0.004606035626082837,0.23128212979004578,0.01137887057520925,0.007260993215217761,0.3085286665746461,0.015746412818485277,0.03955336974434317,0.015617184633405622,0.07188155012065144,0.12382844556471774,0.004666668224443578,0.1656496731127513
9,0.005222667297328501,0.24024695079158212,0.019562821007925085,0.0064285617740509815,0.2128718230465703,0.017984148176281217,0.021886097876276947,0.010258010850887421,0.04596849207732329,0.28841031479541207,0.00414050715547815,0.12701960515088395
10,0.003032733647757785,0.23585615914618013,0.051206000279563964,0.009707929201981661,0.140574144518287,0.007883826389994438,0.0029907305426099214,0.002758221594346454,0.009387705042496957,0.5182371390509434,0.0060983101686255745,0.012267100417212854
11,0.0029830828608833565,0.329381853386311,0.032325499104274555,0.008337747375947804,0.2042939707966791,0.020689211651166814,0.03479083621278993,0.005358865075068882,0.008254552928945582,0.33014157454628074,0.0047896720656529735,0.018653133995999306
